RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
343,15600342,Lee,725,France,Male,43,0,0.0,1,1,1,104975.56,0
344,15600343,Lopez,607,France,Female,55,8,0.0,1,1,0,17227.49,0
345,15600344,Smith,703,France,Female,44,10,68664.55,1,1,0,125024.85,0
346,15600345,Martinez,602,Germany,Male,33,7,167524.85,1,1,1,138260.03,0
347,15600346,Smith,541,Germany,Male,59,8,124633.36,1,0,1,76802.38,0
348,15600347,Brown,597,France,Female,45,7,0.0,1,1,1,181807.97,0
349,15600348,Martinez,494,France,Male,73,3,0.0,1,1,0,16977.13,1
350,15600349,Martinez,821,Germany,Male,52,8,0.0,2,1,1,125211.21,0
351,15600350,Hernandez,663,Germany,Female,37,7,74907.23,1,1,1,147107.96,0
352,15600351,Brown,573,Spain,Female,65,0,0.0,3,1,1,157127.4,1
353,15600352,Harris,613,Germany,Male,50,9,144460.55,3,1,1,90270.37,1
354,15600353,Thomas,414,France,Female,60,4,146875.28,1,0,1,53586.54,0
355,15600354,Sanchez,787,France,Male,65,8,67514.38,1,0,1,192529.35,0
356,15600355,Davis,778,Germany,Male,53,7,135790.56,1,0,1,185443.99,0
357,15600356,Wilson,660,France,Female,39,0,0.0,1,1,0,197083.16,0
358,15600357,Robinson,680,Germany,Male,54,5,90811.61,1,1,0,144859.5,0
359,15600358,Anderson,528,Spain,Male,71,10,0.0,1,1,1,156348.67,0
360,15600359,Thomas,535,Germany,Female,51,5,0.0,2,1,0,186016.96,0
361,15600360,Garcia,487,France,Female,57,1,0.0,2,0,1,88640.22,0
362,15600361,Thompson,634,Germany,Female,44,10,93668.96,1,1,0,32528.9,1
363,15600362,Brown,751,France,Female,38,1,0.0,2,0,0,111939.09,0
364,15600363,Jackson,613,Germany,Female,50,0,0.0,1,0,0,95417.28,1
365,15600364,Lewis,683,Spain,Male,53,5,86279.07,1,0,0,156028.96,0
366,15600365,Sanchez,743,France,Male,67,8,0.0,1,1,0,147844.6,0
367,15600366,Jackson,494,Spain,Female,53,7,0.0,1,1,1,55167.09,1
368,15600367,Clark,827,Spain,Male,66,4,0.0,2,1,1,20491.41,0
369,15600368,Lopez,761,France,Female,47,7,74027.7,1,1,1,114866.89,0
370,15600369,Wilson,699,France,Female,39,1,121900.36,2,1,0,135406.0,0
371,15600370,Sanchez,738,France,Male,58,10,171677.97,2,1,0,101500.75,1
372,15600371,Clark,743,France,Female,73,5,61242.76,1,1,0,133475.43,1
373,15600372,Davis,678,France,Male,46,1,152290.96,2,1,0,150376.23,0
374,15600373,Perez,787,Germany,Male,60,7,144802.11,2,1,1,88796.3,0
375,15600374,Garcia,606,France,Female,61,1,88133.58,1,0,0,100510.53,1
376,15600375,Davis,694,France,Male,38,4,21351.98,1,1,0,126969.76,0
377,15600376,Thompson,776,Spain,Male,50,6,47756.98,2,1,0,123261.68,0
378,15600377,Lopez,391,France,Male,61,6,199130.88,2,0,0,97067.32,0
379,15600378,Jackson,692,Spain,Female,57,3,0.0,2,1,1,50697.61,0
380,15600379,Martin,719,France,Female,61,7,120633.2,4,1,1,136311.93,1
381,15600380,Smith,485,France,Female,59,6,249367.5,1,1,0,77619.74,1
382,15600381,Martinez,677,Germany,Female,51,9,102024.87,1,1,1,91663.99,1
383,15600382,Hernandez,573,Germany,Male,53,4,21047.02,1,1,0,105031.39,1
384,15600383,Johnson,688,Spain,Female,67,3,0.0,1,0,1,93585.49,0
385,15600384,Miller,640,Germany,Female,54,1,19856.38,2,0,1,132371.44,0
386,15600385,Martin,559,Spain,Male,45,1,124022.05,2,1,1,102855.61,0
387,15600386,Garcia,756,France,Male,50,3,67100.91,2,0,1,59779.96,0
388,15600387,Lee,609,France,Female,57,7,60032.16,2,1,1,191518.15,0
389,15600388,Moore,675,Spain,Female,66,10,0.0,2,1,1,197342.47,1
390,15600389,Johnson,776,Spain,Female,38,5,210038.55,1,1,1,14574.0,0
391,15600390,Ramirez,561,Spain,Female,49,8,214028.77,1,1,1,134971.18,0
392,15600391,Lee,650,France,Male,64,1,0.0,2,0,1,177342.81,0
393,15600392,Thompson,602,France,Female,43,6,154179.6,2,1,1,190268.6,0
394,15600393,Lopez,623,Spain,Female,44,0,0.0,1,1,1,162478.99,0
395,15600394,Sanchez,850,France,Male,52,1,0.0,2,0,0,178497.4,0
396,15600395,Perez,693,Spain,Female,37,10,0.0,1,1,1,71291.41,0
397,15600396,Perez,680,Spain,Male,78,8,134880.95,1,1,0,166186.07,1
398,15600397,Smith,700,France,Female,57,7,65117.43,1,1,0,122246.85,0
399,15600398,Jackson,691,Spain,Male,60,8,56684.5,1,1,0,85128.81,0
400,15600399,Wilson,474,Spain,Male,68,6,129912.74,1,1,0,161684.4,1
401,15600400,Jones,850,France,Male,89,9,0.0,2,1,1,44130.82,0
402,15600401,Ramirez,509,Spain,Male,51,10,0.0,2,1,0,189560.22,0
403,15600402,Garcia,816,Germany,Male,38,8,0.0,1,1,1,92429.46,0
404,15600403,Garcia,709,Spain,Male,56,3,81821.07,2,1,0,169787.04,1
405,15600404,Miller,667,France,Female,44,2,140758.88,2,1,1,49128.04,0
406,15600405,Brown,620,Spain,Male,41,3,84011.04,1,1,0,178728.48,0
407,15600406,Jackson,850,France,Male,47,4,0.0,2,1,0,108984.23,0
408,15600407,Sanchez,708,France,Female,51,9,0.0,2,0,0,54581.76,1
409,15600408,Clark,651,Spain,Female,68,3,0.0,2,1,0,120287.08,0
410,15600409,Sanchez,598,France,Male,78,3,164682.26,2,1,1,14802.78,0
411,15600410,Miller,587,France,Female,42,6,106647.83,1,1,1,71993.0,0
412,15600411,White,654,Spain,Female,48,3,64630.3,2,1,1,105916.65,0
413,15600412,Johnson,560,Spain,Male,59,3,102744.44,2,1,0,105296.74,0
414,15600413,Perez,715,Germany,Male,61,8,0.0,1,0,1,122821.51,1
415,15600414,Smith,588,Germany,Female,43,8,39167.34,2,0,0,8655.42,1
416,15600415,Harris,746,France,Female,64,4,123601.29,2,1,0,153298.25,1
417,15600416,Lopez,744,France,Female,45,8,135390.76,1,0,0,18661.66,0
418,15600417,Thompson,644,France,Male,42,10,205734.93,1,1,0,188181.64,0
419,15600418,Clark,705,Germany,Male,59,1,0.0,1,1,0,109591.41,1
420,15600419,White,710,Spain,Female,69,4,9762.06,1,0,0,196075.36,1
421,15600420,Martin,509,Spain,Male,56,10,0.0,1,1,1,36364.56,0
422,15600421,Wilson,816,Spain,Male,54,6,114942.41,1,1,0,155197.99,0
423,15600422,Davis,625,France,Female,51,7,0.0,1,1,1,116590.38,0
424,15600423,Hernandez,716,France,Male,53,4,0.0,2,1,0,167152.93,0
425,15600424,Ramirez,719,France,Female,50,8,0.0,2,1,1,10324.27,0
426,15600425,Lewis,411,Germany,Female,59,10,142484.38,2,1,0,73053.79,1
427,15600426,White,586,France,Male,53,2,54204.16,2,1,1,131859.94,0
428,15600427,White,730,Spain,Female,88,7,126472.93,2,1,0,57561.86,1
429,15600428,Jones,655,France,Male,56,10,0.0,1,1,1,181785.83,0
430,15600429,Harris,716,France,Female,50,8,0.0,2,1,0,154457.57,1
431,15600430,Lewis,658,France,Male,42,6,73127.0,2,1,1,74367.64,0
432,15600431,Martin,768,Spain,Male,43,4,12300.03,2,1,1,30002.48,0
433,15600432,Jackson,660,Germany,Female,57,8,0.0,1,1,0,134081.61,1
434,15600433,Taylor,786,France,Male,46,10,89442.38,3,1,1,143899.2,0
435,15600434,Davis,555,France,Female,54,7,55364.36,2,0,0,54688.09,1
436,15600435,Miller,637,Germany,Male,70,7,193406.8,1,1,1,17779.44,1
437,15600436,Martinez,593,France,Male,40,5,99750.15,2,1,0,26639.83,0
438,15600437,Thompson,687,Spain,Male,50,1,0.0,1,1,0,175570.2,0
439,15600438,Ramirez,623,Germany,Male,32,3,55987.96,4,1,0,75632.99,1
440,15600439,Sanchez,627,France,Male,38,0,0.0,2,1,0,159884.2,0
441,15600440,Perez,582,France,Female,55,9,59591.69,1,1,1,79854.05,0
442,15600441,Moore,605,Spain,Female,39,4,103167.01,2,1,1,152988.0,0
443,15600442,Garcia,649,France,Female,40,9,0.0,1,0,1,168033.65,0
444,15600443,Clark,455,France,Female,76,0,0.0,2,1,0,65674.09,1
445,15600444,Sanchez,429,Spain,Male,45,5,78433.51,1,1,0,199129.53,0
446,15600445,Taylor,655,Spain,Female,42,9,0.0,2,0,1,35196.16,0
447,15600446,Martin,384,Spain,Male,69,7,91199.71,2,0,1,112555.18,0
448,15600447,Jones,631,Spain,Female,42,9,0.0,2,1,0,133098.82,1
449,15600448,Martinez,613,France,Male,56,0,101604.71,1,1,1,30787.12,0
450,15600449,Jones,702,France,Female,57,5,146250.68,2,1,1,6715.02,1
451,15600450,Davis,585,Spain,Female,63,3,30592.53,1,1,1,23804.78,0
452,15600451,Jones,800,Germany,Female,41,8,126518.04,2,0,0,29067.15,0
453,15600452,Davis,731,France,Female,43,7,0.0,2,0,1,127502.31,0
454,15600453,Rodriguez,504,Spain,Female,45,3,101666.42,2,1,1,194192.32,0
455,15600454,Hernandez,622,France,Female,44,10,0.0,2,1,1,99062.27,0
456,15600455,Davis,796,France,Male,62,10,0.0,2,1,1,158813.9,0
457,15600456,Robinson,583,France,Male,57,1,79396.19,1,1,1,21062.1,0
458,15600457,Lopez,644,France,Male,59,5,159560.28,2,1,0,70497.02,0
459,15600458,Clark,784,France,Male,37,2,0.0,4,1,0,31411.0,1
460,15600459,Johnson,598,France,Male,55,0,0.0,2,1,0,137346.32,0
461,15600460,Lopez,757,France,Male,72,10,0.0,2,1,0,191772.75,1
462,15600461,Brown,562,Germany,Male,84,6,0.0,1,1,0,65545.22,1
463,15600462,White,372,Germany,Female,47,3,0.0,2,0,0,61560.26,0
464,15600463,Hernandez,767,Germany,Female,64,8,190500.19,2,0,1,87431.52,1
465,15600464,Lee,692,Spain,Male,44,9,0.0,2,1,0,21006.16,1
466,15600465,Martinez,698,France,Male,38,9,183336.94,2,1,0,152115.87,0
467,15600466,Clark,545,France,Male,38,10,38161.22,1,1,1,182929.1,0
468,15600467,Moore,552,Spain,Male,70,10,123099.61,2,1,1,18011.01,1
469,15600468,Lopez,760,France,Female,48,10,70316.22,1,1,1,71947.95,0
470,15600469,Miller,673,Spain,Male,46,2,46500.81,1,1,0,174347.26,0
471,15600470,Hernandez,638,France,Female,62,9,260907.77,2,1,0,30847.84,0
472,15600471,Perez,671,Spain,Female,40,9,81871.87,1,1,1,137492.39,0
473,15600472,Clark,794,France,Female,58,9,0.0,1,1,0,38855.37,1
474,15600473,Thomas,719,Spain,Male,50,0,185926.41,1,1,1,145709.73,0
475,15600474,Rodriguez,604,Germany,Female,82,1,148921.62,1,0,0,130824.24,1
476,15600475,Martinez,515,Spain,Male,47,3,193656.04,2,0,1,190711.5,0
477,15600476,Jackson,706,France,Male,51,10,0.0,1,1,1,111193.13,0
478,15600477,Jackson,561,Germany,Male,38,6,41066.39,2,1,0,91248.6,0
479,15600478,Taylor,536,Spain,Male,86,7,120167.0,1,1,1,103460.7,1
480,15600479,Gonzalez,776,Germany,Male,48,3,74432.03,2,1,0,119963.46,1
481,15600480,Rodriguez,733,Germany,Male,77,2,0.0,2,1,0,192792.94,1
482,15600481,Lewis,687,Germany,Female,36,9,0.0,1,1,1,11800.57,0
483,15600482,Davis,531,France,Female,56,8,0.0,3,1,1,117047.72,1
484,15600483,Smith,821,Germany,Male,83,7,22631.39,2,1,0,101672.88,1
485,15600484,Robinson,748,Germany,Male,45,5,115202.05,1,0,0,193670.57,1
486,15600485,Ramirez,620,Spain,Female,55,8,0.0,1,1,1,156900.06,0
487,15600486,Robinson,600,France,Male,70,7,0.0,2,0,1,174743.9,0
488,15600487,Clark,657,France,Female,48,6,110062.19,2,0,1,15201.83,0
489,15600488,Brown,604,Spain,Female,38,5,0.0,1,1,0,171154.61,0
490,15600489,Johnson,850,Spain,Male,47,9,0.0,2,1,1,151055.66,0
491,15600490,Thompson,612,France,Male,56,2,0.0,2,1,0,100114.18,1
492,15600491,Harris,547,Germany,Male,56,10,0.0,1,0,1,63731.79,0
493,15600492,Martinez,802,France,Male,61,5,0.0,1,0,1,70709.53,0
494,15600493,Taylor,595,France,Male,43,3,0.0,1,0,1,130184.31,0
495,15600494,Wilson,725,France,Female,81,4,87156.76,1,0,1,19422.11,0
496,15600495,Wilson,714,France,Male,44,6,109813.82,1,1,1,48595.33,0
497,15600496,Taylor,644,Germany,Male,53,6,97494.25,1,1,0,132408.75,1
498,15600497,Martin,556,France,Female,56,8,0.0,1,1,0,59242.15,0
499,15600498,Johnson,645,Spain,Male,55,8,229507.85,1,1,1,157963.8,1
500,15600499,Lopez,537,Spain,Male,41,5,0.0,2,0,0,147245.71,0
501,15600500,Wilson,647,Germany,Male,71,5,131856.91,2,0,0,100736.0,0
502,15600501,Jones,724,Germany,Male,46,1,165870.7,2,1,0,157869.77,0
503,15600502,Jackson,814,France,Female,57,7,70769.61,2,1,0,32116.69,1
504,15600503,Anderson,545,Spain,Male,55,2,199175.51,1,1,0,162844.24,0
505,15600504,Thompson,625,Germany,Female,54,0,4858.23,2,0,1,40510.53,0
506,15600505,Thompson,599,France,Male,37,3,129775.76,2,0,0,137579.96,0
507,15600506,Jones,676,Spain,Male,45,4,0.0,4,0,0,139053.7,1
508,15600507,Brown,503,Spain,Male,57,2,9051.27,2,1,1,121944.92,0
509,15600508,Wilson,560,Spain,Female,38,6,102583.8,2,0,1,108925.09,0
510,15600509,Robinson,487,Germany,Male,50,10,64406.75,1,0,1,176349.89,0
511,15600510,Lopez,511,Germany,Male,53,4,14477.7,1,0,0,133540.1,0
512,15600511,Martinez,586,France,Female,60,10,0.0,1,1,0,70621.73,1
513,15600512,Sanchez,810,Spain,Male,53,9,75903.0,2,0,1,157110.22,0
514,15600513,Rodriguez,683,Spain,Male,50,4,166192.97,1,0,0,42921.38,0
515,15600514,Jackson,656,France,Female,55,5,0.0,1,1,0,68889.81,0
516,15600515,Miller,779,France,Male,49,10,0.0,4,1,0,155895.95,1
517,15600516,Clark,686,France,Female,43,10,87438.4,2,1,1,193856.48,0
518,15600517,Lewis,695,Spain,Male,47,5,66977.22,2,0,1,182127.18,0
519,15600518,Sanchez,604,Spain,Female,57,8,187794.56,2,1,1,61327.83,0
520,15600519,Jackson,588,France,Female,50,2,119919.74,1,1,1,169617.82,0
521,15600520,Lee,524,Germany,Male,92,7,97382.87,2,1,0,108917.48,1
522,15600521,Taylor,592,France,Female,40,10,0.0,1,0,0,88028.69,0
523,15600522,Moore,623,Spain,Female,57,6,115991.63,2,1,1,102434.05,0
524,15600523,Brown,683,Spain,Male,59,8,0.0,2,0,1,140438.57,0
525,15600524,Moore,646,Spain,Male,53,4,77213.19,2,1,0,94286.73,0
526,15600525,Gonzalez,614,France,Female,49,6,130308.63,1,1,0,12606.28,0
527,15600526,Wilson,562,France,Female,52,7,50792.06,2,1,1,9026.35,0
528,15600527,Robinson,688,France,Male,52,8,287837.31,1,0,1,95350.53,0
529,15600528,Perez,602,France,Female,74,7,0.0,2,1,1,88496.0,0
530,15600529,Lopez,683,Spain,Male,35,1,0.0,2,0,1,160875.6,0
531,15600530,Taylor,466,Spain,Female,43,10,0.0,1,0,1,44578.23,0
532,15600531,Lee,682,Spain,Female,55,5,0.0,2,1,0,116828.04,1
533,15600532,Harris,721,Spain,Female,66,3,58111.02,2,0,0,124692.31,0
534,15600533,Perez,709,Germany,Male,43,3,63790.54,2,1,1,35693.09,0
535,15600534,Ramirez,631,Spain,Female,41,8,52939.2,2,0,1,36036.81,0
536,15600535,Thompson,737,Spain,Male,51,6,86921.47,2,0,1,145787.55,0
537,15600536,Jackson,527,Spain,Male,43,5,0.0,2,1,0,45584.66,0
538,15600537,Harris,641,France,Male,51,1,134955.11,2,0,1,49083.94,0
539,15600538,Williams,631,France,Female,43,0,93868.64,1,1,0,49963.47,1
540,15600539,Lewis,749,France,Male,60,9,0.0,1,0,1,136338.9,0
541,15600540,Wilson,456,Spain,Male,43,3,0.0,1,0,0,132396.46,0
542,15600541,Sanchez,548,Germany,Female,36,8,48294.9,1,1,1,191289.63,0
543,15600542,Johnson,817,France,Female,60,3,120318.66,1,1,1,93846.59,0
544,15600543,Sanchez,416,Germany,Female,52,1,181155.47,2,1,1,42998.65,1
545,15600544,Brown,728,Germany,Female,47,7,51656.24,2,1,0,85045.77,0
546,15600545,Williams,582,France,Male,48,5,159217.76,1,0,1,104541.78,0
547,15600546,Ramirez,674,France,Female,53,0,0.0,1,1,0,39081.99,1
548,15600547,Martinez,785,Germany,Female,41,3,0.0,1,1,0,153651.69,0
549,15600548,Wilson,678,Germany,Male,39,9,0.0,2,1,1,19297.58,0
550,15600549,Perez,787,Spain,Male,43,4,80332.14,1,0,0,5208.29,0
551,15600550,Hernandez,602,Germany,Male,49,0,103904.34,2,1,1,33303.88,0
552,15600551,Thompson,615,Spain,Male,43,1,0.0,1,0,1,6863.06,0
553,15600552,Anderson,725,Germany,Female,74,8,57272.69,1,1,0,23045.8,1
554,15600553,Johnson,607,Germany,Female,43,0,130281.96,2,1,0,15940.61,1
555,15600554,Jones,707,Spain,Female,53,10,0.0,2,1,1,138237.33,0
556,15600555,Jackson,763,France,Male,58,7,162257.58,2,1,1,145224.34,0
557,15600556,Williams,733,France,Male,68,10,0.0,2,1,1,65390.07,0
558,15600557,Gonzalez,498,France,Female,77,8,118344.06,1,1,1,39654.06,0
559,15600558,Hernandez,617,Spain,Male,85,1,48372.81,2,1,0,153589.19,1
560,15600559,Wilson,677,Germany,Female,67,1,61649.98,1,0,0,31688.04,1
561,15600560,Lewis,626,Germany,Male,65,6,92933.09,2,0,1,78061.79,0
562,15600561,Clark,657,France,Female,42,9,0.0,1,1,1,114048.31,0
563,15600562,Martinez,678,France,Male,59,8,73531.62,1,1,1,110347.33,0
564,15600563,Martin,599,France,Male,49,9,125410.69,1,1,1,85742.94,0
565,15600564,Harris,631,France,Male,49,8,0.0,3,0,0,110690.41,1
566,15600565,Martinez,536,Germany,Female,48,2,0.0,1,1,1,133327.5,0
567,15600566,Thomas,604,France,Female,41,6,92155.26,2,1,1,48926.52,0
568,15600567,Robinson,503,France,Male,46,5,0.0,1,1,1,78230.99,0
569,15600568,Perez,661,Spain,Female,43,7,63048.72,2,1,1,137433.12,0
570,15600569,Anderson,631,France,Female,35,7,0.0,2,1,1,25334.07,0
571,15600570,Thomas,562,Germany,Female,71,7,0.0,2,0,1,68820.65,1
572,15600571,Hernandez,821,Spain,Female,52,7,233816.37,4,0,0,6360.4,1
573,15600572,Williams,626,France,Male,53,10,113639.04,2,1,1,42024.06,1
574,15600573,Sanchez,677,Germany,Male,51,9,162498.25,2,1,1,81817.41,0
575,15600574,Jones,588,Spain,Female,66,5,13494.11,1,0,0,53511.86,1
576,15600575,Lopez,610,Spain,Female,54,8,0.0,1,0,1,157171.74,0
577,15600576,Martin,681,France,Female,71,4,191735.7,1,0,1,82058.25,0
578,15600577,Smith,618,Spain,Female,60,3,0.0,2,1,1,63940.22,0
579,15600578,Smith,650,France,Male,44,6,0.0,1,0,1,188814.52,0
580,15600579,Wilson,727,France,Female,69,2,0.0,1,1,0,127038.11,1
581,15600580,White,600,France,Male,56,7,0.0,2,0,0,141923.1,0
582,15600581,Garcia,522,Spain,Female,51,7,0.0,1,1,1,173435.57,0
583,15600582,Clark,503,France,Male,64,10,0.0,2,0,1,61124.87,0
584,15600583,Martinez,788,France,Female,52,4,0.0,2,1,1,110442.21,0
585,15600584,Gonzalez,739,Germany,Male,61,9,0.0,2,1,0,82434.09,1
586,15600585,Martinez,712,France,Male,40,7,3967.21,1,1,1,57316.09,0
587,15600586,Lewis,608,France,Male,53,2,110551.02,2,1,1,2068.78,0
588,15600587,Thomas,522,France,Female,45,2,59460.56,2,1,0,27809.12,0
589,15600588,Martinez,622,France,Female,84,3,0.0,1,0,1,162222.24,0
590,15600589,Davis,641,France,Male,70,8,89959.24,2,1,1,27613.42,0
591,15600590,Anderson,541,France,Female,55,4,0.0,1,1,1,181137.26,0
592,15600591,Harris,508,Germany,Female,68,5,0.0,2,1,0,54380.19,1
593,15600592,Sanchez,483,France,Male,45,3,90123.34,1,1,1,92623.84,1
594,15600593,Johnson,713,France,Male,47,8,242574.09,1,1,1,173107.93,0
595,15600594,Lee,534,Spain,Female,34,3,133484.13,2,0,0,69401.66,0
596,15600595,Sanchez,679,France,Female,60,2,116524.97,1,0,1,45997.2,0
597,15600596,Davis,611,Germany,Female,33,1,176073.81,2,0,1,6291.41,0
598,15600597,Thomas,706,France,Female,46,2,71354.69,2,1,1,190229.45,0
599,15600598,Taylor,682,France,Male,40,0,0.0,1,1,1,80930.9,0
600,15600599,Taylor,627,France,Male,66,10,0.0,2,1,1,177943.17,1
601,15600600,White,662,France,Male,82,7,168591.16,2,1,0,87132.36,1
602,15600601,Lee,639,France,Male,63,0,108750.96,2,1,0,176499.66,1
603,15600602,Smith,590,France,Female,60,5,56027.03,1,1,1,20773.95,0
604,15600603,White,744,France,Female,55,10,145811.99,2,1,1,88197.06,0
605,15600604,Lopez,609,France,Male,54,1,22499.67,2,1,0,88604.43,0
606,15600605,Ramirez,641,France,Male,43,10,44132.84,2,0,0,194709.75,0
607,15600606,Williams,514,France,Female,37,10,78178.75,2,1,0,98625.89,0
608,15600607,Martinez,676,France,Female,53,2,103352.97,2,1,1,20951.68,0
609,15600608,Davis,591,Germany,Female,56,8,117531.61,2,0,1,181601.03,0
610,15600609,Davis,604,Germany,Female,56,8,0.0,1,1,0,189936.87,1
611,15600610,Perez,569,France,Male,58,5,0.0,1,1,1,81628.06,0
612,15600611,Smith,638,Spain,Female,62,6,144578.63,2,1,0,159330.86,0
613,15600612,Ramirez,457,Germany,Male,53,4,192909.83,1,1,0,13926.99,1
614,15600613,Gonzalez,715,France,Male,43,6,99439.94,1,0,0,81109.32,0
615,15600614,Wilson,646,Spain,Male,58,5,0.0,2,1,0,102207.83,0
616,15600615,Martinez,605,Spain,Male,61,4,0.0,1,1,1,174258.06,0
617,15600616,Lewis,501,France,Female,49,2,0.0,2,0,0,20204.05,1
618,15600617,Robinson,691,France,Female,61,1,65491.39,2,1,1,81346.52,0
619,15600618,White,589,Spain,Male,54,4,0.0,1,1,1,102582.27,0
620,15600619,Williams,775,Germany,Male,41,7,0.0,1,0,0,133283.08,0
621,15600620,White,696,France,Male,90,4,143165.22,1,1,0,20650.7,1
622,15600621,Sanchez,797,France,Male,48,2,0.0,2,0,0,56277.04,0
623,15600622,White,663,France,Female,42,9,49111.92,1,0,1,8997.05,0
624,15600623,Gonzalez,753,France,Female,45,2,66061.25,1,1,0,29613.72,1
625,15600624,Wilson,694,Germany,Female,32,4,0.0,2,1,0,99018.99,0
626,15600625,Hernandez,606,France,Female,49,8,57050.18,2,1,1,47005.63,0
627,15600626,Brown,667,France,Female,71,7,0.0,1,1,0,95902.49,0
628,15600627,Lee,569,Germany,Male,55,6,0.0,2,1,1,157882.75,0
629,15600628,Williams,848,France,Male,44,4,42418.51,2,0,0,75721.81,0
630,15600629,Garcia,640,France,Male,52,8,100302.01,2,1,0,144632.13,1
631,15600630,Clark,652,Germany,Female,34,1,80481.96,1,1,1,153303.13,0
632,15600631,Lopez,687,Spain,Female,52,5,0.0,1,1,0,107629.73,0
633,15600632,Jackson,545,Germany,Male,49,6,181215.09,1,0,0,54810.65,1
634,15600633,Miller,776,Germany,Male,65,6,204267.53,2,1,0,159510.7,1
635,15600634,Smith,551,France,Male,56,10,30286.05,2,1,0,75686.93,1
636,15600635,Wilson,529,France,Female,42,3,17458.37,2,1,0,117974.7,0
637,15600636,Perez,634,Germany,Male,64,1,0.0,1,0,0,98542.18,1
638,15600637,White,527,France,Female,69,0,101403.48,1,0,1,125212.04,0
639,15600638,Gonzalez,799,France,Female,57,0,98545.8,2,1,0,170417.42,0
640,15600639,Jones,627,France,Male,50,2,0.0,1,1,1,70916.8,0
641,15600640,Williams,350,France,Female,46,6,0.0,2,1,1,183250.44,0
642,15600641,Harris,669,France,Female,75,10,0.0,1,1,1,21759.69,0
643,15600642,Gonzalez,703,France,Male,56,4,0.0,2,1,0,52192.88,0
644,15600643,Lee,609,France,Female,53,6,151190.64,1,0,1,183914.53,0
645,15600644,Jones,519,France,Male,40,8,0.0,1,1,0,12822.93,0
646,15600645,Martin,640,Spain,Male,43,7,112999.3,2,0,1,92511.75,0
647,15600646,Lewis,603,Germany,Female,38,0,0.0,1,1,1,51980.26,0
648,15600647,Jackson,556,Germany,Female,49,3,11302.12,3,1,0,157687.99,1
649,15600648,Lee,547,Spain,Female,46,4,0.0,1,1,0,17447.24,0
650,15600649,Clark,664,France,Female,54,6,0.0,2,1,0,25377.87,0
651,15600650,Lee,736,France,Female,67,10,45336.78,1,0,1,31521.12,0
652,15600651,Sanchez,694,Germany,Female,61,7,49058.05,2,1,1,63132.81,1
653,15600652,Perez,484,Germany,Female,64,7,96072.78,1,1,1,171504.76,1
654,15600653,Anderson,709,Germany,Female,67,3,99617.03,1,0,1,175064.25,1
655,15600654,Moore,724,France,Male,44,10,0.0,2,1,1,40307.01,0
656,15600655,Lewis,783,France,Female,48,6,99231.26,1,0,1,103927.22,0
657,15600656,Johnson,558,France,Male,46,10,0.0,1,0,0,133032.33,0
658,15600657,Johnson,644,France,Male,62,1,167959.38,2,0,1,82474.12,0
659,15600658,Hernandez,704,Germany,Male,40,8,57917.06,1,1,1,189844.31,0
660,15600659,Robinson,599,Germany,Female,72,5,0.0,2,1,0,109552.16,1
661,15600660,Johnson,702,France,Male,47,3,0.0,1,1,0,87006.66,0
662,15600661,Jackson,647,Spain,Male,41,5,106464.17,2,1,1,124994.99,0
663,15600662,Jackson,568,Germany,Female,48,6,0.0,1,1,1,164300.04,1
664,15600663,Williams,576,France,Male,48,9,58108.45,2,0,1,51990.71,0
665,15600664,Robinson,769,France,Female,50,7,0.0,1,1,0,184300.12,0
666,15600665,Thomas,554,France,Male,50,3,98904.83,2,1,1,63665.59,0
667,15600666,Martin,537,France,Male,66,8,131535.12,2,1,0,126841.94,0
668,15600667,Jackson,683,France,Male,56,5,1520.99,2,1,0,143561.11,1
669,15600668,Ramirez,647,France,Female,41,0,183997.02,2,1,0,180499.71,0
670,15600669,Gonzalez,524,France,Male,48,2,164644.61,2,1,0,125361.9,0
671,15600670,Smith,600,France,Female,46,0,0.0,2,0,1,187965.69,0
672,15600671,Anderson,571,Spain,Male,53,5,11444.4,1,0,1,142593.15,0
673,15600672,Harris,588,France,Male,51,5,146396.61,2,0,1,158580.09,0
